,item,categories,description,title,price,brand,salesRank,item_id
4708,B0061BW6UE,[['Baby']],"Graco's top-rated Backless TurboBooster Car Seat helps keep your big kid safe in the car. This backless booster seat is built for comfort with a padded seat and height-adjustable armrests.  It's a terrific option to help protect older children and kids who are ready to transition out of a harness booster, but not yet ready to ride with just your vehicle's seat belt. According to the American Academy of Pediatrics and the National Highway Traffic Safety Administration, school-aged children should ride in a belt-positioning booster seat until at least age 8 or until the seat belt fits correctly. The Backless TurboBooster car seat is designed to protect children ages 4 to 10 who are between 40 and 100 pounds and 40 to 57 inches tall.  Dual, hideaway cup holders are just right for holding your child's cups or water bottles, so that they've got just what they need for a comfortable ride in the car with you. After all, a comfortable passenger is a happy passenger. When you're ready to clean your deluxe, padded seat cushion, simply remove it and wash it in your washing machine with gentle detergent. Then, all plastic parts of the seat may be cleaned with mild soap and water. The Backless TurboBooster seat has been engineered and rigorously crash tested to meet or exceed all applicable US standards.","Graco Backless TurboBooster Seat, Galaxy",24.49,Graco,,4708
4709,B0061O38I0,[['Baby']],"GroVia's hybrid diaper system is the perfect solution to on-the-go parenthood, is travel-friendly and great for daycare. This system gives parents options in convenience without harming our planet. This trim, one-size diaper shell can be used with a GroVia Organic Cotton Soaker Pad, GroVia BioSoaker, most fitted diapers or prefolds. Fits most babies 8-30 plus pounds.","GroVia Hybrid Hook/Loop Shell Diaper, Surf, One Size",16.95,GroVia,,4709
4710,B0061O39LQ,[['Baby']],"GroVia's hybrid diaper system is the perfect solution to on-the-go parenthood, is travel-friendly and great for daycare. This system gives parents options in convenience without harming our planet. This trim, one-size diaper shell can be used with a GroVia organic cotton soaker pad, GroVia biosoaker, most fitted diapers or prefolds. Fits most babies 8-30 plus pounds.","GroVia Hybrid Snap Shell Diaper, Cloud, One Size",16.95,GroVia,,4710
4711,B0061RHFKE,[['Baby']],"Our large shatterproof mirror to view your baby in a rear facing car seat is now available to Amazon customers.  4U2C is easy to install with no assembly required.  You can quickly and easily move the mirror from one vehicle to another.  4U2C works in most cars, SUV's and mini-vans. Extends from 9"" to 14"".SAFE - The large 6"" diameter acrylic shatterproof safety mirror provides a clear, undistorted view of your infant.SECURE - Our patented contoured footpad was computer designed to securely grip most seat backs and headrests. A sturdy telescoping mast allows the 4U2C to extend vertically from 9"" all the way to a maximum of 14"". If there is more than 14 inches between the headrest and the headliner of your vehicle, you can extend the height of your headrest and then install 4U2C on top of the headrest.VERSATILE - If your infant car seat is placed in the middle of the back seat, which is recommended, this is not a problem. The mirror can swivel up and down and can easily be rotated 360 degrees around the telescoping mast. 4U2C is designed to work on either side of the car seat. It does not have to be installed directly over your infants rear facing car seat.",4U2C Rear Facing Car Seat Baby Mirror,29.95,,,4711
4712,B0061XTHRM,[['Baby']],"The Closer to Nature Stage One Chewther Teether is the first of four stages of teethers designed to soothe your baby through every teething stage. The teether will help with your child's oral development in preparation for speech and feeding by supporting lip seal, muscle coordination and jaw development.",Tommee Tippee Stage 1 Chewther (Colors May Vary),9.99,,,4712
4713,B0062BVY42,[['Baby']],"The Sassy Grow Up Cup isn't just evolutionary, it's revolutionary, with a patent-pending 360&#xB0; design that lets your baby or toddler sip from anywhere around the rim with ease. That encourages the kind of muscle coordination that helps children move up to an open cup. No spout, no spill design, the silicone value keeps the liquid from spilling. BPA free. Dishwasher safe top rack. 12+ months. The set includes two 9 ounce cups. Girl colors.","Sassy 2 Count Grow Up Cup, Purple/Orange, 9 Ounce",11.09,,,4713
4714,B0062CXIPO,[['Baby']],"No more lost or dirty pacifiers. PaciGrip Pacifier Holder (formerly BinkiGrip) was created from the same company that brought you SippiGrip in matching colors and patterns. The PaciGrip is made out of washable and durable material with a clasp strong enough to hold against a child's pull but gentle enough not to damage their clothing. Its unique loop attachment is easy to use and compatible with all pacifiers such as Soothie, MAM, Avent and more. All BooginHead Products are parent invented, award winning and thoroughly tested for safety.","BooginHead PaciGrip Pacifier Holder, Peach Delight",6.89,BooginHead,,4714
4715,B0063KFM4U,[['Baby']],"Breastfeeding teething necklaces is convenient for new moms to help baby to be concentrated while breastfeeding. It keeps babies' attention and prolong feeding time. Also it can be used while you are out of home with a baby. It entertain and help to soothing the baby while you keep him / her on hands. Pure cotton breastfeeding necklace. Helps to concentrate baby on feeding process. Convenient size, easy to hold.","Barin Toys Cotton Breastfeeding Necklace, White",8.99,Barin Toys,,4715
4716,B0063RPK9K,[['Baby']],"Kushies Art Smock is a craft time essential for your budding artist. This waterproof bib/smock features a large catch all pocket which can hold art supplies and is also great for catching all of the drips and splatters. The long sleeves are perfect for an all over protection and with the waterproof material you can rest easy that you little ones clothes will stay clean. Easy to wash, just wipe clean and you're ready for the next art session or you can simply throw it in the washing machine. Fits children 2-4 years. PVC, BPA, phthalate and lead free.","Kushies Art Smock with sleeves, Fuchsia Crazy Circles, 2-4 Years",11.99,Kushies,,4716
4717,B00643FPKW,[['Baby']],,"Philips AVENT Nighttime Disposable Breast Pads, 20-Count",5.92,Philips Avent,,4717
4718,B00643FQVA,[['Baby']],,Philips AVENT BPA Free Breastcare Essentials Set,5.31,Philips Avent,,4718
4719,B00643FRUA,[['Baby']],,"Philips AVENT Thermal Gel Pads, 2-Pack",5.0,Philips Avent,,4719
4720,B00648JQ2A,[['Baby']],"As a mom, I know ordinary plastic is a useful material. But I&#x2019;m also worried about what it&#x2019;s doing to our kids and our planet. Most plastic leaches toxic chemicals like BPA and phthalates into our food. And it&#x2019;s made from petroleum, a non-renewable resource. We&#x2019;re proud to offer a smart alternative dishes made from corn, a sustainable resource. They look, feel, and hold up just like ordinary plastic. But they are safer for our kids and safer for the environment. Bowl color: lime green - 14 ounces, 2.25 inches high, 5.75 inches wide. Plate color: turquoise - 9 inches wide. Tumbler color: turquoise - 6 ounce, 3.75 inches high.","Zo&euml; b Organic Fantastic Anti-Plastic Dishes Set, Turquoise/Lime",11.49,,,4720
4721,B00648KZ7K,[['Baby']],"Good-looking and practical, these innovative baby bibs by make my day are constructed of wonderfully-soft, food-grade silicone rubber that is stain-resistant and dishwasher-safe for easy clean up. Tots look sweet in the yummy pastel colors and subtle molded details on the front: a bow-tied collar for boys, a beaded necklace for girls. The curved front pocket catches crumbs and spills. Adjustable closure at the back of the neck has four positions. Bib measures 11-1/2 x 8 x 1-1/2"". Recommended for ages 6-36 months. Invented down under by Australian idea company make my day whose vision is to create affordable products that have a sense of fun with a practical application. Simple and practical, designed to make your day.","make my day Silicone Baby Bib, Purple",8.87,Make My Day,,4721
4722,B0064GZ4G4,[['Baby']],"A playful take on a classic product, the Rhoost Finger Guard keeps fingers safe on both the knob and hinge side of the door without compromising your style. Best of all, the soft and resilient surface material will save your hinges.","Rhoost 2 Pack Finger Guard, Black",10.94,Rhoost,,4722
4723,B0064ONJDQ,[['Baby']],GIRL 6 pair Training Pant. 3 packs of 2,Gerber Training Pants 18 Month 6 Pair Girl,18.39,Gerber,,4723
4724,B0064ZO8JY,[['Baby']],"The Balboa Baby stroller liner helps parents keep baby&#x2019;s stroller clean, but it also adds color and style. Stroller liner is reversible,you actually have two fresh looks in one. The easy on/off design takes just seconds to affix to the stroller. The extra padding provides comfort for baby, and the patented crumb catcher creates a soft pocket around the edge of the liner to catch crumbs and spills, keeping the stroller in tip top condition. The liner is also machine washable/dryable for quick clean up.","Balboa Baby Stroller Liner, Red Poppy",37.99,Balboa Baby,,4724
4725,B0065052Z2,[['Baby']],"The Complete Sheet features a bold design around the sides with a coordinated pattern on top, separated by linen piping for a finished look. Your crib will be fully dressed even if you choose not to use a bumper, or after your baby has outgrown it.","Skip Hop Complete Sheet, Mod Dot",23.75,Skip Hop,,4725
4726,B0065056RG,[['Baby']],"The Complete Sheet features a bold design around the sides with a coordinated pattern on top, separated by linen piping for a finished look. Your crib will be fully dressed even if you choose not to use a bumper, or after your baby has outgrown it.","Skip Hop Complete Sheet, Alphabet Zoo",24.0,Skip Hop,,4726
4727,B0065ADP4C,[['Baby']],"Keep children safe with the Super gate Ergo. Gate safely contains children and pets in a variety of settings. Designed with this in mind, the North States Super gate Ergo provides secure, effective protection that is ideal for families with multi-story houses. This versatile gate is designed to securely barricade doorways, stairways, and other hard-to-block spaces. This gate offer 5 mounting options for versatility. Right out of the box, the Super gate Ergo can be used as a quick and easy pressure mount gate no measuring, hardware, or tools required. Simply expand the gate in the opening and lock the handle. Well-suited to blocking doorways, the gate includes proprietary door sockets that provide extra holding power for pressure mounting it in openings between 26"" and 42"" wide. Also perfect for barricading hard-to-block spaces, the gate includes rail sockets that let you mount it between two railings or between a railing and a wall. The gate can also be used as a hardware-mounted swing gate, perfect for highly used areas such as the kitchen and living room. With the gate's smooth, rounded edges, opening and closing it is quick, easy, and pinch-free. Finally, unlike some other gates on the market, the Super gate Ergo is certified for mounting at the top of a stairway and includes the necessary hardware to do so.","North States Supergate Ergo Safety Gate, Ivory",29.99,North States Industries,,4727
4728,B0065IKXYO,[['Baby']],"Adorable 100% cotton short sleeve pajamas featuring your favorite Dr. Seuss characters. Each set features a short sleeve top paired with a fun striped full length pant. These colorful 2 piece sleeper sets are available in three sizes: 12 months, 18 months, 24 months.","Bumkins Dr. Seuss 2 Piece Pajama Set, Green/Yellow, 12 Months",13.55,,,4728
4729,B0065IKYQQ,[['Baby']],"Short sleeve tees featuring large format, graffiti inspired graphics of our favorite Dr. Seuss characters. Available in sizes 12M, 18M, 24M, 3T, 4T and 5T. Made from 100% cotton jersey. Tagless care label for added comfort.","Bumkins Dr. Seuss Short Sleeve Toddler Tee, Blue Cat in Hat, 5T",13.46,Bumkins,,4729
4730,B0065LTW52,[['Baby']],"The Simplisse Double Electric Breast Pump&#8217;s patented gentle compression technology is designed to help minimize tugging and pinching and gently elicit milk expression. The breast cups mimic baby's tongue and suckling motions to encourage let-down. Dishwasher safe. BPA Free, and includes 4 collection bottles, microfiber tote bag, insulated cooler with 2 ice gel packs, and wet storage bag.",Dr. Brown's Double Electric Breast Pump,129.99,Dr. Brown&#39;s,,4730
4731,B0065S67NK,[['Baby']],"Illuminate your nursery with this playful Carter's Sunny Safari lion lamp base and polka dot shade. Energy efficient light bulb included with on/off switch conveniently located on approximately 46"" cord. Coordinates with Carter's Sunny Safari collection.","Carter's Lamp Base and Shade, Sunny Safari",49.95,,,4731
4732,B0065S67XK,[['Baby']],"This Sunny Safari diaper stacker is a great way to organize and stow away your baby's diapers. Boldly decorated with a 3D face of a lion. Made using a mix of corduroy and printed light weight fabrics in tan, brown, orange and yellow colors; Both functional as well as decorative. Measures 12"" x 25.5"".","Carter's Diaper Stacker, Sunny Safari",19.89,Carter&#39;s,,4732
4733,B0065S6AUK,[['Baby']],Lull your baby to sleep with the Carter's Elephant Patches musical mobile featuring a brightly colored covered mobile arm flowers made of fabric suspend sweetly over the crib under a canopy of printed floral and sold fabric. Mobile plays Brahms's lullaby. On/off switch for music. Mobile rotates while music plays. Includes hardware and novelty mobile arm sleeve. Coordinates with the Carter's Elephant Patches collection.,"Carter's Musical Mobile, Elephant Patches",32.95,Carter&#39;s,,4733
4734,B006670C2W,[['Baby']],"These bamboo inserts or doublers are made of 2 layers bamboo and 2 layers microfiber materials - 4 layers that makes it super absorbent!The package includes 8 Bamboo Cloth Diaper Inserts, inside a paper gift bag, as shown in picture.Washing Instructions: (1) Hand wash or machine wash, regular wash cycle. (2) DO NOT Bleach!",Cloth Diaper Inserts Organic Bamboo Inserts Booster Doubler (Large 8 Pack 14x5 Inch),29.36,,,4734
4735,B00669SVDW,[['Baby']],"The Nuby Nibbler is a great way to introduce soft solids when your child is ready. It allows your child to eat whole foods without the risk of choking. With the squeeze and twist locking system, your child can safely use without risk of opening, meanwhile it is easy as 1-2-3 for parents to place food inside. The Nibblers also come with 3 replacement nets.","Nuby 3 Piece Nibbler with 3 Replacement Nets, Colors May Vary",13.25,,,4735
4736,B0066CIKNA,[['Baby']],,,,,,4736
4737,B0066CJF7A,[['Baby']],"FunBites Hearts makes a heart from 10 geometric shapes. FunBites is patented because it's the first and only kitchen tool to cut kids' food into fun shaped bite sized pieces. FunBites is made in the USA of high performance food grade material chosen for its strength, sharpness and durability. Picky eaters meet their match. Try on all kids food like waffles and pancakes, to deli, melon, cheese, brownies and more. Great for Bento lunches too. FunBites was invented by a mother and her daughters to make healthier food choices fun and mealtime less stressful for everyone. Join the fun. FunBites bite sized mealtime magic.",FunBites Hearts - Cuts kids' food into fun-shaped bite-sized pieces . . . Great for picky eaters and bento!,12.37,FunBites,,4737
4738,B0066ELMM4,[['Baby']],"The FunBites set includes both Squares, which makes 12 bite sized squares, and Heart which makes a heart from 10 geometric shapes. FunBites is patented because it's the first and only kitchen tool to cut kids' food into fun shaped bite sized pieces. FunBites is made in the USA of high performance food grade material chosen for its strength, sharpness and durability. Picky eaters meet their match. Try on all kids food like waffles and pancakes, to deli, melon, cheese, brownies and more. Great for Bento lunches too. FunBites was invented by a mother and her daughters to make healthier food choices fun and mealtime less stressful for everyone. Join the fun. FunBites bite sized mealtime magic.","FunBites Shaped Food Cutter Set, Green/Pink",22.0,FunBites,,4738
4739,B00674RWC2,[['Baby']],,"Arm &amp; Hammer 3-In-1 Potty Seat, White",25.9,Arm &amp; Hammer,,4739
4740,B00674RXY4,[['Baby']],"Arm & Hammer Hand and Face Wipes safely and gently clean baby's hands and face. They are 100% cotton and contain a moisturizing formula with aloe vera, does not contain harsh chemicals, and are alcohol and fragrance free. Come as 24 individually packed wipes that are perfect for on-the-go.","Arm &amp; Hammer Hand and Face Wipes, 24-Count",13.53,Arm &amp; Hammer,,4740
4741,B00674RZBU,[['Baby']],"The Arm & Hammer Nursery Surface Wipes by Munchkin are the perfect go-to cleaning tool for changing stations, high chairs, shopping carts and more. The 8""x7"" wipes are right-sized for bigger items and come in a handy 50 count canister. The safe and convenient wipes contain the natural cleaning power of Arm & Hammer baking soda and kill germs on contact, with no harmful residue.","Arm &amp; Hammer Nursery Surface Wipes, 50-Count",7.49,Arm &amp; Hammer,,4741
4742,B00674S1Y0,[['Baby']],"The Arm & Hammer Secure Comfort Potty Seat by Munchkin features a snap-in deodorizing disc with the odor-eliminating power of baking soda (refills sold separately). The easy-to clean potty fits most standard toilets and is contoured to securely hold child in place. Easy-grip handles add stability and a non-skid edge prevents the seat from moving around. Potty includes a built in deflector, backrest for added comfort and feet for easy stand-up storage.","Arm &amp; Hammer Secure Comfort Potty Seat, Colors May Vary",9.49,Arm &amp; Hammer,,4742
4743,B00674S37K,[['Baby']],"Each SaraBear Diaper Caddy by Munchkin starts with a custom shaker style basket in a tight weave of real wood. A handle is attached on either end of the basket and can be collapsed to lie along the side of the basket. Each liner is made from a heavy-weight, 100% cotton fabric. The basket will firmly hold a baby wipes container, and has pockets for diapers, ointments, burp cloths and swabs. The caddies are PVC free and the dyes used in the textiles are entirely formaldehyde-free. Any wood stain that is used on a SaraBear basket is water-based and lead-free. The packaging was deliberately designed without the use of plastics. At a moment's notice or a baby's cry, take everything you need to care for baby from one room to the next.","Munchkin Sarabear Portable Diaper Caddy, White Waffle",27.34,Munchkin,,4743
4744,B0067GKGFU,[['Baby']],,"OXO Perfect Pull Wipes Dispenser, Pink",21.49,OXO,,4744
4745,B0067HLO6O,[['Baby']],"Kids Line Dena Happi Tree 8 piece Crib Set offers colorful two-some of owls perched on a blooming flower tree; hedgehog, squirrel, and little birdies create this enchanting Happi Tree Collection, designed by Dena for Kids Line. These cute creatures will keep your little one entertained. Featuring a delightful mix of cotton prints and patterns with beautiful appliqu&#xE9; details. In colors pink, green, and blue. This bedding set includes a 36"" x 45"" quilt, practical 12 x 25.5 diaper stacker, a 25.5 x 12 dust ruffle with a 14"" drop, a 52"" x 28"" fitted sheet, and a 60"" x 14"" valance plus three square 9x 9 pieces of fabric wall art. Bumper sold separately.",Dena Happi Tree 8 Piece Crib Bedding Set,40.51,,,4745
4746,B0067JV4EE,[['Baby']],"At Baby Liberty, we take pride in selling only the best quality USA made products to our customers, keeping in mind both your baby and the environment. Our spoons are produced with 80% recycled high quality stainless steel. They are produced and packaged using renewable hydro-electric power from Niagara Falls.",Baby Liberty Soft-Bite Spoons MADE IN USA!,5.99,,,4746
4747,B0067VJ7J6,[['Baby']],"Add some fun and color to your little one's life with a silicone sleeve. Our sleeves provide insulation for hot and cold liquids, enhance tactile feedback for small hands and virtually eliminate dents and scratches to your kiki bottle. Best of all kids love the feel of the raised bumps. And of course, like all products in the kiki line, the silicone sleeve are BPA-free, non-toxic, and 100% plastic free.","Pura Kiki Pebble Silicone Bottle Sleeve, Grape, Tall",9.59,Pura Kiki,,4747
4748,B0068AGA96,[['Baby']],Securely fastens pacifier to baby's clothing or diaper bag.,Piyo Piyo Pacifier Clip,6.89,Piyo Piyo,,4748
4749,B0069JBKHI,[['Baby']],,"Withings Smart Baby Monitor, White",224.38,Withings,,4749
4750,B0069MDTBU,[['Baby']],"This sleek messenger diaper bag features a FastFinder pocket system great for parent's on the go. Includes 4 exterior pockets and interior nylon pockets for all your baby and personal needs. The exterior pockets feature a zippered insulated bottle pocket to keep bottles cold. An easily accessible wipe pocket, remove wipes at the press of a button. Includes a pacifier holder pouch that is easily wiped clean and a cushioned changing pad.","Fisher-Price Fastfinder Deluxe Messenger Diaper Bag, Black",49.49,Fisher-Price,,4750
4751,B0069MDTD8,[['Baby']],"Modern moms flock to the Fisher-Price name.  They know it stands for style, dependability and innovation, and the inspired design of this Deluxe Messenger Diaper Bag confirms all that and more. Served up in a trend-on shade of gray with leaf green accents, it is perfectly put together with your busy lifestyle in mind.  You&#x2019;ll love the four outside pockets that make up the featured FastFinderTM Pocket System&#x2014;it helps you find what you need when baby needs it. They include a thermal insulated bottle pocket, an exterior wipes pocket, easy-wipe pacifier pocket and a large diaper pocket.  There is a large, Velcro-close pocket in the back on the bag to stash your tablet, phone, keys and other necessities, and the double top strap is adjustable and padded, so it is always comfortable and a perfect fit. Because cleanliness is a must for all baby&#x2019;s things, the bottom of the bag is reinforced and footed, keeping your bag safely off the floor. The top flap, pockets and inside surface are fully lined in an attractive leaf green linear print, and there is even more storage space on the generously proportioned interior.  Here you&#x2019;ll find two mesh pockets, a large pouch pocket, a bag divider and an ever-so-handy changing pad.  You&#x2019;ll be so glad you chose this diaper bag. With all the wonderful features and so much available storage space, it makes traveling with baby a breeze.",Fisher Price Fisher Price Fastfinder Deluxe Messenger Bag,38.49,Fisher-Price,,4751
4752,B0069MDVDG,[['Baby']],"This sleek diaper bag features a FastFinder pocket system great for parent's on the go. Includes 4 exterior pockets and interior nylon pockets for all your baby and personal needs. The exterior pockets feature a zippered insulated bottle pocket to keep bottles cold. An easily accessible wipe pocket, remove wipes at the press of a button. Includes a pacifier holder pouch that is easily wiped clean and a cushioned changing pad.","Fisher-Price Fastfinder Deluxe Fashion Diaper Tote, Brown Nylon",34.99,Fisher-Price,,4752
4753,B0069MDXS4,[['Baby']],This utility messenger diaper bag is great for parents on the go. Three large interior organizer compartments and 4 exterior pockets. Features an adjustable shoulder strap and cell phone pocket. Changing pad and inside easily wipes clean.,"Baby Essentials Utility Messenger Diaper Bag, Olive",57.99,,,4753
4754,B0069Z307U,[['Baby']],"Hmmm...so where do you store that potty seat when it's not in use? On this handy potty hook! It hangs from the toilet tank, keeping the potty seat accessible, but out of the way. Hook fits all toilet tanks and most potty seats. Great clutter-buster! Hook measures 4""L x 1 1/8""W x 2 1/4""H Polypropylene; wash with soap and water",Potty Hook,6.18,Ginsey Industries,,4754
4755,B006AXWVP8,[['Baby']],"It's finally here! The AWARD WINNING SPECTRA 9 ADVANCED ELECTRIC BREAST PUMP W 2-PHASE CYCLING!  AVAILABLE EXCLUSIVELY THROUGH MOTHER'S MILK!

NEED A COMPLETELY PORTABLE, PROFESSIONAL GRADE BREAST PUMP FOR LESS? If you are a working mom or a mom who is going to need to pump a couple of times a day, the SPECTRA 9 is the perfect pump for you. The SPECTRA 9  is a daily use, single(but can be used as a double) breast pump designed for moms who pump a couple of times a day(if you pump MANY times daily, we recommend the  our hospital grade Spectra Dew 350). The Spectra 9 is portable, convenience for discreet pumping anywhere!!! It's so small, it will fit in the palm of your hand.....
WHY THIS PUMP OVER MEDELA? THE LIST IS ENDLESS!
Lightweight and slimline, it HAS to be the best looking pump on the market today. Now, let's take a look at the features:
RECHARGEABLE BATTERY-
The Spectra 9 will provide powerful, completely versatile and portable pumping for you with the option to either use electrical power or just use the inbuilt rechargeable battery when you're on the move.  Either use the unit plugged in or unplug and express wherever you like using the inbuilt battery. It's that easy!
ATTRACTIVE AND LIGHTWEIGHT DESIGN
Not only does this pump look nice but it's also nice and portable and will just about slip inside your (decent sized) pocket.
DIGITAL DISPLAY-
The Spectra 9 comes with a digital display which will really help you understand where you're at with your pumping. The cycle and vaccuum strength are both displayed in bars - so it's easy to see how high you have each setting. The battery life is also displayed - as well as the mode at top right!
LET-DOWN MODE  
We should also tell you that the Spectra 9 is super easy to assemble and clean - absolutely no fiddly bits and pieces to get lost, lose suction or be impossible to clean.

Ships to U.S. and Canada only!",Spectra 9 Advanced Double Electric Breast Pump with Tote! 2 Phase Cycling! Rechargeable Battery!,198.31,,,4755
4756,B006B4OQCM,[['Baby']],"Keep an eye on more with the additional camera for the Motorola MBP33 Digital Video Baby Monitor. The MBP33 parent unit (sold separately) can be paired with up to 4 cameras, so you can be sure you don&#x2019;t miss a thing. Add a camera to an older siblings bedroom and monitor all your children from one convenient parent unit, or add additional cameras to your baby&#x2019;s nursery to enhance your viewing area. Additional cameras pair seamlessly with your existing parent unit and can be wall mounted or placed on a dress or night stand so you can be sure you get the viewing area you need.",Motorola Additional Camera for Motorola MBP33 Baby Monitor,99.99,,,4756
4757,B006BHSAB2,[['Baby']],"WubbaNub Pink BearDistributed in hospitals, NICU and well-baby units nationwideMade wth a Soothie&trade; medical grade, latex free pacifierBPA, PVC and Phthalate FreeThe durable one-piece construction means no germs hiding between cracks so the pacifier stays cleaner.WubbaNub&trade; functions as one! Patented design prevents pacifier from being lost, dropped or even forgotten!Carefully calculated weight and size of plush animal keeps the WubbaNub&trade; near baby's mouth, whether lying on side or back, the car seat, sling or stroller.Plush animal makes it easy for baby to grasp and manipulate the pacifier.Easy to clean: place in washing machine with baby's laundry, gentle cycle in mesh laundry bag. Allow to air dry.",WubbaNub Pink Bear,12.95,WubbaNub,,4757
4758,B006BIE394,[['Baby']],"WubbaNub Blue BearDistributed in hospitals, NICU and well-baby units nationwideMade wth a Soothie&trade; medical grade, latex free pacifierBPA, PVC and Phthalate FreeThe durable one-piece construction means no germs hiding between cracks so the pacifier stays cleaner.WubbaNub&trade; functions as one! Patented design prevents pacifier from being lost, dropped or even forgotten!Carefully calculated weight and size of plush animal keeps the WubbaNub&trade; near baby's mouth, whether lying on side or back, the car seat, sling or stroller.Plush animal makes it easy for baby to grasp and manipulate the pacifier.Easy to clean: place in washing machine with baby's laundry, gentle cycle in mesh laundry bag. Allow to air dry.",WubbaNub Blue Bear,12.95,WubbaNub,,4758
4759,B006CFAQWE,[['Baby']],"Organic cotton quilt sleep bag developed with safety stretch inserts in top and side panels to allow babies to move freely, sleep in comfort and reduce entanglement. Double ended zipper for easy nappy access. Sleeping with natural fibers creates an optimum temperature balance and promotes a healthy sleeping environment. Cool Weight 3.5 tog. The British 'T0G' value is the international standard measurement of all blankets' thermal effectiveness (how well it keeps you warm). The higher the number then the better a blanket keeps you warm. The TOG rating describes the warmth or 'Thermal Resistance' of a fabric, and is widely used in the UK to describe warmth levels of duvets and sleeping bags. If the room is warm enough for you to be comfortable wearing light clothing (16 - 20&#xB0;c) then it is the right temperature for your baby.","Ergo Pouch Organic Cotton Quilt Sleepsack, White, 12-36 Months",77.99,Ergo Pouch,,4759
4760,B006CFBIX0,[['Baby']],"Comfy Jersey, two-sided slipcover designed to fit any Boppy infant feeding and support pillow (sold separately). The fashionable two-sided design features snuggly sweet jersey fabric with coordinating piping. This super soft slipcover keeps the Boppy pillow fresh. Zips on and off easily for machine washing. Moms have voted the Boppy pillow one of the best selling baby product in America; make sure yours is always fresh and clean by having a few slipcovers on hand.","Boppy Comfy Jersey Slipcover, Stamp Collector",12.99,,,4760
4761,B006CU8XYM,[['Baby']],,Nurtria Basic BPA Free Sippy Cups 6 pack - Green,7.16,,,4761
4762,B006CWQB4E,[['Baby']],"If you thought the FuzziBunz One Size Diaper could not get any better-think again! FuzziBunz has re-engineered their already popular One Size to be trimmer fitting, more comfortable, faster drying and easier to adjust than before! And best yet-with NO increase in PRICE! The FuzziBunz One Size Elite gives you even more bang for your buck. Some features of the FuzziBunz Elite are:

Quick Dry Fleece: Baby feels dryer faster and fleece stays nicer longer

Easy-Replace Elastic are all internal-no buttons next to baby's skin

Minky Inserts: 2 Minky Inserts adding the following benefits

Less odor than microfiber

Less staining

Trimmer fitting diaper with same amount of absorbency

Streamlined front panel and snap design provides better fit with less leaking",One Size Elite FuzziBunz Cloth Diaper (Cotton Candy),17.95,,,4762
4763,B006CWTL9G,[['Baby']],"Baby's first Doll is tickled Pink and happy to meet your baby girl. Doll is super soft with pretty ponytails for tugging & teething and a rattle inside. She is light stuffed for baby to hug & hold; her sweet features are all stitched, for added safety. Natural, organic toys created especially for baby&#x2019;s small hands, Dandelion&#x2019;s Rattles, Teethers and Toys feature subtle sounds, touchable tags and feel-good fabrics. Non-toxic and tested at the highest standards for safety, Dandelion toys are a natural fit for your family.","Dandelion Organic Baby Doll Rattle, Brunette",12.99,Dandelion,,4763
4764,B006DHKZEU,[['Baby']],"Dr. Seuss Receiving Blanket, 100% soft yarn dye cotton, 1 ply, 30"" x 30"". Available in three fun striped color ways. Sure to be the only blankie your little one will want to carry. Perfect for swaddling.","Bumkins Dr. Seuss Receiving Blanket, Red Stripe",14.82,,,4764
4765,B006DNLNOK,[['Baby']],"The top-selling, award-winning snack bag now in a mini size. Zip up and go with a two pack of mini Snack Bags. The Snack Happened Mini Snack Bags by Itzy Ritzy are reusable, machine washable bags for snacks, sandwiches and so much more. Made with an FDA approved, BPA-free, machine washable lining, the Snack Happened bags work great with sliced fruit, sandwiches, sticky or messy foods as well as any dry snacks. The zipper top allows for silent snacking, no messy crumbs getting snuck in velcro and is ideal for little hands. The 7"" x 7"" reusable bags are a wonderful, green alternative to plastic baggies for your lunch, snacks, school, work, litter free lunch programs and help reduce the huge amounts of plastic bags going into the trash each day. According to the EPA, over 380 billion plastic bags, sacks and wraps are consumed in the U.S. each year and only 1-3% are recycled. Easy to clean, the Snack Happened bags are machine washable. FDA Approved, BPA Free, Lead Free, Phthalate Free, CPSIA Certified. Whether it's snacks, lunch, travel, makeup, iPods, cameras, hiking or at the beach, the uses are endless. And best of all - there are two.","Itzy Ritzy Snack HappensSnack Mini Reusable Snack Bag, Social Circle Pink, 2-Count",6.79,Itzy Ritzy,,4765
4766,B006EVK608,[['Baby']],"Guava Kids Guava Mitts - Bubbles/Lime 70% viscose from bamboo, 30% organic cotton ; reversible patterns, with black and white patterns promoting baby's visual development; s/m - small / medium (recommended for babies 6-15 lbs / 2.5 - 7 kgs)",Guava Kids Unisex Baby Guava Mitts - Bubbles/Lime - Small/Medium,12.0,Goumi Kids,,4766
4767,B006F3X2NS,[['Baby']],"Organize your little ones closet with our Closet Clarity Baby Closet Dividers.  Each set comes with five pink wooden painted dividers with white  dots, eighteen pre-printed removable labels(Newborn, 3 months, 6 months, 9 months, 12 months, 18 months, 24 months, 2T, 3T, 4T, Dresses, Short Sleeve, Long Sleeve, Sweaters, Pants, Jackets, Summer and Winter) and two blank labels. Our labels allow you to change the sizes and categories as your baby grows. Our Closet Dividers were designed to work on both the standard closet rod and wire shelving systems. We know that you will enjoy your Baby Closet Dividers and that when you open your little ones organized closet to easily choose an outfit you will feel....well, happy!","The Happy Closet Baby Closet Dividers, Pink and White",12.0,,,4767
